country,country_name,type,year,value,ratio,conventional_thermal,renewable_rate,renewable_rate1
LV,Latvia,Pumped hydro power,2017,0,0,0.358780582,0.641219418,0.927
LV,Latvia,Wind,2017,148.523,0.021142488,0.358780582,0.641219418,0.206
LV,Latvia,Solar,2017,0.44,6.26E-05,0.358780582,0.641219418,0.899
LV,Latvia,Geothermal,2017,0,0,0.358780582,0.641219418,0.974
LV,Latvia,Other,2017,0,0,0.358780582,0.641219418,0.092
LT,Lithuania,Conventional thermal,2017,1165.3,0.255346656,0.255346656,0.691405908,0.918
LT,Lithuania,Nuclear,2017,0,0,0.255346656,0.691405908,0.697
LT,Lithuania,Hydro,2017,1164.6,0.255193268,0.255346656,0.691405908,0.195
LT,Lithuania,Pumped hydro power,2017,567.5,0.124353581,0.255346656,0.691405908,0.625
LT,Lithuania,Wind,2017,1356.2,0.297177667,0.255346656,0.691405908,0.373
LT,Lithuania,Solar,2017,67,0.014681392,0.255346656,0.691405908,0.99
LT,Lithuania,Geothermal,2017,0,0,0.255346656,0.691405908,0.602
LT,Lithuania,Other,2017,243,0.053247436,0.255346656,0.691405908,0.167
LU,Luxembourg,Conventional thermal,2017,450.167,0.127376819,0.127376819,0.872623181,0.599
LU,Luxembourg,Nuclear,2017,0,0,0.127376819,0.872623181,0.715
LU,Luxembourg,Hydro,2017,1411.286,0.39932985,0.127376819,0.872623181,0.305
LU,Luxembourg,Pumped hydro power,2017,1329.398,0.376159265,0.127376819,0.872623181,0.14
LU,Luxembourg,Wind,2017,234.823,0.066444245,0.127376819,0.872623181,0.414
LU,Luxembourg,Solar,2017,108.462,0.030689821,0.127376819,0.872623181,0.586
LU,Luxembourg,Geothermal,2017,0,0,0.127376819,0.872623181,0.17
LU,Luxembourg,Other,2017,0,0,0.127376819,0.872623181,0.307
HU,Hungary,Conventional thermal,2017,14096,0.459512322,0.459512322,0.042313209,0.505
HU,Hungary,Nuclear,2017,15206,0.495696962,0.459512322,0.042313209,0.911
HU,Hungary,Hydro,2017,214,0.006976138,0.459512322,0.042313209,0.416
HU,Hungary,Pumped hydro power,2017,0,0,0.459512322,0.042313209,0.603
HU,Hungary,Wind,2017,737,0.024025297,0.459512322,0.042313209,0.096
HU,Hungary,Solar,2017,346,0.011279176,0.459512322,0.042313209,0.903
HU,Hungary,Geothermal,2017,1,3.26E-05,0.459512322,0.042313209,0.057
HU,Hungary,Other,2017,76,0.002477507,0.459512322,0.042313209,0.013
MT,Malta,Conventional thermal,2017,1439.156,0.902598311,0.902598311,0.097401689,0.147
MT,Malta,Nuclear,2017,0,0,0.902598311,0.097401689,0.727
MT,Malta,Hydro,2017,0,0,0.902598311,0.097401689,0.32
MT,Malta,Pumped hydro power,2017,0,0,0.902598311,0.097401689,0.043
MT,Malta,Wind,2017,0.058,3.64E-05,0.902598311,0.097401689,0.34
MT,Malta,Solar,2017,155.245,0.097365313,0.902598311,0.097401689,0.593
MT,Malta,Geothermal,2017,0,0,0.902598311,0.097401689,0.732
MT,Malta,Other,2017,0,0,0.902598311,0.097401689,0.644
NL,Netherlands,Conventional thermal,2017,97231.607,0.856930136,0.856930136,0.113108837,0.783
NL,Netherlands,Nuclear,2017,3277.664,0.028886996,0.856930136,0.113108837,0.329
NL,Netherlands,Hydro,2017,60.757,0.000535469,0.856930136,0.113108837,0.99
NL,Netherlands,Pumped hydro power,2017,0,0,0.856930136,0.113108837,0.883
NL,Netherlands,Wind,2017,10568.797,0.09314585,0.856930136,0.113108837,0.967
NL,Netherlands,Solar,2017,2204.344,0.019427518,0.856930136,0.113108837,0.421
NL,Netherlands,Geothermal,2017,0,0,0.856930136,0.113108837,0.425
NL,Netherlands,Other,2017,121.865,0.001074031,0.856930136,0.113108837,0.416
AT,Austria,Conventional thermal,2017,20135.846,0.28211733,0.28211733,0.717716391,0.478
AT,Austria,Nuclear,2017,0,0,0.28211733,0.717716391,0.93
AT,Austria,Hydro,2017,40098.554,0.561808876,0.28211733,0.717716391,0.595
AT,Austria,Pumped hydro power,2017,3683.851,0.051613337,0.28211733,0.717716391,0.583
AT,Austria,Wind,2017,6239.497,0.087419731,0.28211733,0.717716391,0.914
AT,Austria,Solar,2017,1204.311,0.016873242,0.28211733,0.717716391,0.244
AT,Austria,Geothermal,2017,0.086,1.20E-06,0.28211733,0.717716391,0.14
AT,Austria,Other,2017,11.868,0.000166279,0.28211733,0.717716391,0.658
PL,Poland,Conventional thermal,2017,137068.099,0.882502399,0.882502399,0.117100157,0.781
PL,Poland,Nuclear,2017,0,0,0.882502399,0.117100157,0.993
PL,Poland,Hydro,2017,2999.86,0.019314368,0.882502399,0.117100157,0.097
PL,Poland,Pumped hydro power,2017,448.193,0.002885656,0.882502399,0.117100157,0.054
PL,Poland,Wind,2017,14574.192,0.093834813,0.882502399,0.117100157,0.615
PL,Poland,Solar,2017,165.463,0.001065321,0.882502399,0.117100157,0.075
PL,Poland,Geothermal,2017,0,0,0.882502399,0.117100157,0.54
PL,Poland,Other,2017,61.73,0.000397444,0.882502399,0.117100157,0.917
PT,Portugal,Conventional thermal,2017,36882.017,0.621234427,0.621234427,0.378765573,0.849
PT,Portugal,Nuclear,2017,0,0,0.621234427,0.378765573,0.322
PT,Portugal,Hydro,2017,7489.938,0.126159243,0.621234427,0.378765573,0.305
PT,Portugal,Pumped hydro power,2017,1699.948,0.028633635,0.621234427,0.378765573,0.592
PT,Portugal,Wind,2017,12112.464,0.204020285,0.621234427,0.378765573,0.652
PT,Portugal,Solar,2017,991.546,0.016701432,0.621234427,0.378765573,0.047
PT,Portugal,Geothermal,2017,193.007,0.003250977,0.621234427,0.378765573,0.669
PT,Portugal,Other,2017,0,0,0.621234427,0.378765573,0.9
RO,Romania,Conventional thermal,2017,24923.065,0.417379365,0.417379365,0.405810435,0.696
RO,Romania,Nuclear,2017,10557.906,0.1768102,0.417379365,0.405810435,0.851
RO,Romania,Hydro,2017,14687.531,0.245967836,0.417379365,0.405810435,0.567
RO,Romania,Pumped hydro power,2017,357.788,0.005991772,0.417379365,0.405810435,0.913
RO,Romania,Wind,2017,7331.254,0.122774391,0.417379365,0.405810435,0.883
RO,Romania,Solar,2017,1855.674,0.031076436,0.417379365,0.405810435,0.433
RO,Romania,Geothermal,2017,0,0,0.417379365,0.405810435,0.332
RO,Romania,Other,2017,0,0,0.417379365,0.405810435,0.57
SI,Slovenia,Conventional thermal,2017,5054.64,0.322601439,0.322601439,0.296514941,0.91
SI,Slovenia,Nuclear,2017,5967.827,0.380883619,0.322601439,0.296514941,0.667
SI,Slovenia,Hydro,2017,4085.015,0.260717226,0.322601439,0.296514941,0.818
SI,Slovenia,Pumped hydro power,2017,271.498,0.017327771,0.322601439,0.296514941,0.621
SI,Slovenia,Wind,2017,5.716,0.000364811,0.322601439,0.296514941,0.25
SI,Slovenia,Solar,2017,283.678,0.018105133,0.322601439,0.296514941,0.785
SI,Slovenia,Geothermal,2017,0,0,0.322601439,0.296514941,0.661
SI,Slovenia,Other,2017,0,0,0.322601439,0.296514941,0.516
SK,Slovakia,Conventional thermal,2017,6417,0.246893155,0.246893155,0.208956947,0.719
SK,Slovakia,Nuclear,2017,14016,0.539263591,0.246893155,0.208956947,0.044
SK,Slovakia,Hydro,2017,4620,0.177753838,0.246893155,0.208956947,0.323
SK,Slovakia,Pumped hydro power,2017,299,0.011503982,0.246893155,0.208956947,0.579
SK,Slovakia,Wind,2017,6,0.000230849,0.246893155,0.208956947,0.147
SK,Slovakia,Solar,2017,506,0.019468277,0.246893155,0.208956947,0.36
SK,Slovakia,Geothermal,2017,0,0,0.246893155,0.208956947,0.767
SK,Slovakia,Other,2017,127,0.004886307,0.246893155,0.208956947,0.57
FI,Finland,Conventional thermal,2017,23681,0.364110212,0.364110212,0.299025185,0.705
FI,Finland,Nuclear,2017,21574,0.331713767,0.364110212,0.299025185,0.027
FI,Finland,Hydro,2017,14610,0.224637904,0.364110212,0.299025185,0.044
FI,Finland,Pumped hydro power,2017,0,0,0.364110212,0.299025185,0.071
FI,Finland,Wind,2017,4795,0.073726129,0.364110212,0.299025185,0.393
FI,Finland,Solar,2017,43,0.000661152,0.364110212,0.299025185,0.929
FI,Finland,Geothermal,2017,0,0,0.364110212,0.299025185,0.029
FI,Finland,Other,2017,335,0.005150835,0.364110212,0.299025185,0.855
SE,Sweden,Conventional thermal,2017,15003,0.093446942,0.093446942,0.514104552,0.973
SE,Sweden,Nuclear,2017,63008,0.392448505,0.093446942,0.514104552,0.482
SE,Sweden,Hydro,2017,64676,0.402837728,0.093446942,0.514104552,0.877
SE,Sweden,Pumped hydro power,2017,25,0.000155714,0.093446942,0.514104552,0.014
SE,Sweden,Wind,2017,17609,0.109678545,0.093446942,0.514104552,0.204
SE,Sweden,Solar,2017,230,0.001432567,0.093446942,0.514104552,0.154
SE,Sweden,Geothermal,2017,0,0,0.093446942,0.514104552,0.105
SE,Sweden,Other,2017,0,0,0.093446942,0.514104552,0.578
NO,Norway,Conventional thermal,2017,3233,0.021582254,0.021582254,0.976541899,0.232
NO,Norway,Nuclear,2017,0,0,0.021582254,0.976541899,0.993
NO,Norway,Hydro,2017,142276,0.949779371,0.021582254,0.976541899,0.596
NO,Norway,Pumped hydro power,2017,1157,0.007723683,0.021582254,0.976541899,0.332
NO,Norway,Wind,2017,2852,0.019038845,0.021582254,0.976541899,0.168
NO,Norway,Solar,2017,0,0,0.021582254,0.976541899,0.725
NO,Norway,Geothermal,2017,0,0,0.021582254,0.976541899,0.625
NO,Norway,Other,2017,281,0.001875847,0.021582254,0.976541899,0.582
ME,Montenegro,Conventional thermal,2017,1265,0.535155258,0.535155258,0.464844742,0.088
ME,Montenegro,Nuclear,2017,0,0,0.535155258,0.464844742,0.106
ME,Montenegro,Hydro,2017,1003.8,0.424655216,0.535155258,0.464844742,0.573
ME,Montenegro,Pumped hydro power,2017,0,0,0.535155258,0.464844742,0.892
ME,Montenegro,Wind,2017,95,0.040189525,0.535155258,0.464844742,0.864
ME,Montenegro,Solar,2017,0,0,0.535155258,0.464844742,0.502
ME,Montenegro,Geothermal,2017,0,0,0.535155258,0.464844742,0.704
ME,Montenegro,Other,2017,0,0,0.535155258,0.464844742,0.299
MK,North Macedonia,Conventional thermal,2017,4005.609,0.766350193,0.766350193,0.233649807,0.561
MK,North Macedonia,Nuclear,2017,0,0,0.766350193,0.233649807,0.923
MK,North Macedonia,Hydro,2017,1087.024,0.207968639,0.766350193,0.233649807,0.312
MK,North Macedonia,Pumped hydro power,2017,0,0,0.766350193,0.233649807,0.561
MK,North Macedonia,Wind,2017,110.48,0.021136953,0.766350193,0.233649807,0.77
MK,North Macedonia,Solar,2017,23.752,0.004544215,0.766350193,0.233649807,0.024
MK,North Macedonia,Geothermal,2017,0,0,0.766350193,0.233649807,0.495
MK,North Macedonia,Other,2017,0,0,0.766350193,0.233649807,0.428
AL,Albania,Conventional thermal,2017,0,0,0,1,0.444
AL,Albania,Nuclear,2017,0,0,0,1,0.987
AL,Albania,Hydro,2017,4496.607,0.999733203,0,1,0.101
AL,Albania,Pumped hydro power,2017,0,0,0,1,0.54
AL,Albania,Wind,2017,0,0,0,1,0.015
AL,Albania,Solar,2017,1.2,0.000266797,0,1,0.966
AL,Albania,Geothermal,2017,0,0,0,1,0.064
AL,Albania,Other,2017,0,0,0,1,0.913
RS,Serbia,Conventional thermal,2017,24566.923,0.70397808,0.70397808,0.29602192,0.41
RS,Serbia,Nuclear,2017,0,0,0.70397808,0.29602192,0.081
RS,Serbia,Hydro,2017,9670.033,0.277099874,0.70397808,0.29602192,0.838
RS,Serbia,Pumped hydro power,2017,598.732,0.01715698,0.70397808,0.29602192,0.032
RS,Serbia,Wind,2017,48.457,0.001388561,0.70397808,0.29602192,0.685
RS,Serbia,Solar,2017,13.139,0.000376505,0.70397808,0.29602192,0.04
RS,Serbia,Geothermal,2017,0,0,0.70397808,0.29602192,0.84
RS,Serbia,Other,2017,0,0,0.70397808,0.29602192,0.508
TR,Turkey,Conventional thermal,2017,199910.043,0.703270906,0.703270906,0.293875576,0.676
TR,Turkey,Nuclear,2017,0,0,0.703270906,0.293875576,0.609
TR,Turkey,Hydro,2017,57823.851,0.203420656,0.703270906,0.293875576,0.559
TR,Turkey,Pumped hydro power,2017,0,0,0.703270906,0.293875576,0.452
TR,Turkey,Wind,2017,17793.167,0.062595238,0.703270906,0.293875576,0.985
TR,Turkey,Solar,2017,2817.837,0.009912973,0.703270906,0.293875576,0.294
TR,Turkey,Geothermal,2017,5101.487,0.017946709,0.703270906,0.293875576,0.827
TR,Turkey,Other,2017,811.134,0.002853518,0.703270906,0.293875576,0.507
BA,Bosnia & Herzegovina,Conventional thermal,2017,11250,0.728815755,0.728815755,0.271184245,0.663
BA,Bosnia & Herzegovina,Nuclear,2017,0,0,0.728815755,0.271184245,0.665
BA,Bosnia & Herzegovina,Hydro,2017,3968,0.257061415,0.728815755,0.271184245,0.31
BA,Bosnia & Herzegovina,Pumped hydro power,2017,197,0.012762374,0.728815755,0.271184245,0.451
BA,Bosnia & Herzegovina,Wind,2017,0,0,0.728815755,0.271184245,0.74
BA,Bosnia & Herzegovina,Solar,2017,21,0.001360456,0.728815755,0.271184245,0.386
BA,Bosnia & Herzegovina,Geothermal,2017,0,0,0.728815755,0.271184245,0.817
BA,Bosnia & Herzegovina,Other,2017,0,0,0.728815755,0.271184245,0.181
UA,Ukraine,Conventional thermal,2017,54041.9,0.368975344,0.368975344,0.082494907,0.619
UA,Ukraine,Nuclear,2017,80295.3,0.548222508,0.368975344,0.082494907,0.742
UA,Ukraine,Hydro,2017,8812,0.060164627,0.368975344,0.082494907,0.142
UA,Ukraine,Pumped hydro power,2017,1559,0.010644196,0.368975344,0.082494907,0.409
UA,Ukraine,Wind,2017,974,0.006650062,0.368975344,0.082494907,0.598
UA,Ukraine,Solar,2017,737.6,0.005036022,0.368975344,0.082494907,0.995
UA,Ukraine,Geothermal,2017,0,0,0.368975344,0.082494907,0.839
UA,Ukraine,Other,2017,45,0.000307241,0.368975344,0.082494907,0.1
GE,Georgia,Conventional thermal,2017,2131.3,0.188347267,0.188347267,0.811652733,0.155
GE,Georgia,Nuclear,2017,0,0,0.188347267,0.811652733,0.466
GE,Georgia,Hydro,2017,9096.8,0.803902508,0.188347267,0.811652733,0.871
GE,Georgia,Pumped hydro power,2017,0,0,0.188347267,0.811652733,0.282
GE,Georgia,Wind,2017,87.7,0.007750225,0.188347267,0.811652733,0.573
GE,Georgia,Solar,2017,0,0,0.188347267,0.811652733,0.861
GE,Georgia,Geothermal,2017,0,0,0.188347267,0.811652733,0.442
GE,Georgia,Other,2017,0,0,0.188347267,0.811652733,0.839
BE,Belgium,Conventional thermal,2018,30092.635,0.428697281,0.428697281,0.183612291,0.989
BE,Belgium,Nuclear,2018,26995.628,0.384577566,0.428697281,0.183612291,0.862
BE,Belgium,Hydro,2018,1239.248,0.017654228,0.428697281,0.183612291,0.448
BE,Belgium,Pumped hydro power,2018,983.19,0.014006446,0.428697281,0.183612291,0.183
BE,Belgium,Wind,2018,7177.346,0.102247899,0.428697281,0.183612291,0.38
BE,Belgium,Solar,2018,3488.979,0.049703717,0.428697281,0.183612291,0.25
BE,Belgium,Geothermal,2018,0,0,0.428697281,0.183612291,0.555
BE,Belgium,Other,2018,218.509,0.003112862,0.428697281,0.183612291,0.291
BG,Bulgaria,Conventional thermal,2018,19334,0.452871732,0.452871732,0.188466223,0.521
BG,Bulgaria,Nuclear,2018,15290,0.358146725,0.452871732,0.188466223,0.428
BG,Bulgaria,Hydro,2018,4690,0.109856648,0.452871732,0.188466223,0.186
BG,Bulgaria,Pumped hydro power,2018,987,0.023119086,0.452871732,0.188466223,0.282
BG,Bulgaria,Wind,2018,1326,0.031059683,0.452871732,0.188466223,0.765
BG,Bulgaria,Solar,2018,1043,0.024430807,0.452871732,0.188466223,0.658
BG,Bulgaria,Geothermal,2018,0,0,0.452871732,0.188466223,0.619
BG,Bulgaria,Other,2018,22,0.000515319,0.452871732,0.188466223,0.046
CZ,Czechia,Conventional thermal,2018,48042.915,0.578795804,0.578795804,0.079583028,0.152
CZ,Czechia,Nuclear,2018,28255.421,0.34040647,0.578795804,0.079583028,0.021
CZ,Czechia,Hydro,2018,2650.153,0.031927651,0.578795804,0.079583028,0.099
CZ,Czechia,Pumped hydro power,2018,1037.317,0.01249705,0.578795804,0.079583028,0.596
CZ,Czechia,Wind,2018,600.67,0.007236557,0.578795804,0.079583028,0.945
CZ,Czechia,Solar,2018,2317.645,0.02792177,0.578795804,0.079583028,0.797
CZ,Czechia,Geothermal,2018,0,0,0.578795804,0.079583028,0.362
CZ,Czechia,Other,2018,100.826,0.001214699,0.578795804,0.079583028,0.199
DK,Denmark,Conventional thermal,2018,14072.337,0.486274361,0.486274361,0.513724119,0.096
DK,Denmark,Nuclear,2018,0,0,0.486274361,0.513724119,0.27
DK,Denmark,Hydro,2018,14.929,0.000515877,0.486274361,0.513724119,0.285
DK,Denmark,Pumped hydro power,2018,0,0,0.486274361,0.513724119,0.58
DK,Denmark,Wind,2018,13898.806,0.480277938,0.486274361,0.513724119,0.737
DK,Denmark,Solar,2018,952.973,0.032930304,0.486274361,0.513724119,0.083
DK,Denmark,Geothermal,2018,0,0,0.486274361,0.513724119,0.995
DK,Denmark,Other,2018,0.044,1.52E-06,0.486274361,0.513724119,0.423
DE,Germany,Conventional thermal,2018,320437.701,0.553948864,0.553948864,0.320205297,0.874
DE,Germany,Nuclear,2018,72274.133,0.124942146,0.553948864,0.320205297,0.646
DE,Germany,Hydro,2018,20041.878,0.034646908,0.553948864,0.320205297,0.057
DE,Germany,Pumped hydro power,2018,6661.083,0.011515185,0.553948864,0.320205297,0.968
DE,Germany,Wind,2018,112174,0.193918068,0.553948864,0.320205297,0.434
DE,Germany,Solar,2018,46184,0.079839464,0.553948864,0.320205297,0.328
DE,Germany,Geothermal,2018,165.25,0.000285672,0.553948864,0.320205297,0.478
DE,Germany,Other,2018,522.751,0.000903693,0.553948864,0.320205297,0.298
EE,Estonia,Conventional thermal,2018,10170.043,0.938703043,0.938703043,0.061296957,0.388
EE,Estonia,Nuclear,2018,0,0,0.938703043,0.061296957,0.849
EE,Estonia,Hydro,2018,18.2,0.001679874,0.938703043,0.061296957,0.689
EE,Estonia,Pumped hydro power,2018,0,0,0.938703043,0.061296957,0.369
EE,Estonia,Wind,2018,645.9,0.059617083,0.938703043,0.061296957,0.643
EE,Estonia,Solar,2018,0,0,0.938703043,0.061296957,0.173
EE,Estonia,Geothermal,2018,0,0,0.938703043,0.061296957,0.677
EE,Estonia,Other,2018,0,0,0.938703043,0.061296957,0.865
IE,Ireland,Conventional thermal,2018,19963.734,0.677429768,0.677429768,0.322570232,0.986
IE,Ireland,Nuclear,2018,0,0,0.677429768,0.322570232,0.261
IE,Ireland,Hydro,2018,921.979,0.031285531,0.677429768,0.322570232,0.212
IE,Ireland,Pumped hydro power,2018,234.936,0.007972088,0.677429768,0.322570232,0.957
IE,Ireland,Wind,2018,8349.172,0.283312613,0.677429768,0.322570232,0.375
IE,Ireland,Solar,2018,0,0,0.677429768,0.322570232,0.971
IE,Ireland,Geothermal,2018,0,0,0.677429768,0.322570232,0.325
IE,Ireland,Other,2018,0,0,0.677429768,0.322570232,0.937
EL,Greece,Conventional thermal,2018,34803.244,0.677830573,0.677830573,0.321955385,0.368
EL,Greece,Nuclear,2018,0,0,0.677830573,0.321955385,0.39
EL,Greece,Hydro,2018,5802.417,0.113008306,0.677830573,0.321955385,0.495
EL,Greece,Pumped hydro power,2018,636.1,0.012388731,0.677830573,0.321955385,0.299
EL,Greece,Wind,2018,6300.26,0.122704333,0.677830573,0.321955385,0.407
EL,Greece,Solar,2018,3792.038,0.073854015,0.677830573,0.321955385,0.216
EL,Greece,Geothermal,2018,0,0,0.677830573,0.321955385,0.187
EL,Greece,Other,2018,10.99,0.000214042,0.677830573,0.321955385,0.436
ES,Spain,Conventional thermal,2018,110084.238,0.418443003,0.418443003,0.379068485,0.897
ES,Spain,Nuclear,2018,53270.8,0.202488512,0.418443003,0.379068485,0.426
ES,Spain,Hydro,2018,36083.636,0.137158101,0.418443003,0.379068485,0.146
ES,Spain,Pumped hydro power,2018,2009.408,0.007637994,0.418443003,0.379068485,0.681
ES,Spain,Wind,2018,49495.207,0.188137043,0.418443003,0.379068485,0.007
ES,Spain,Solar,2018,12137.315,0.046135347,0.418443003,0.379068485,0.755
ES,Spain,Geothermal,2018,0,0,0.418443003,0.379068485,0.123
ES,Spain,Other,2018,0,0,0.418443003,0.379068485,0.285
FR,France,Conventional thermal,2018,53956.44,0.096218851,0.096218851,0.202683112,0.799
FR,France,Nuclear,2018,393153.254,0.701098038,0.096218851,0.202683112,0.322
FR,France,Hydro,2018,68706.552,0.122522269,0.096218851,0.202683112,0.731
FR,France,Pumped hydro power,2018,9082.043,0.016195726,0.096218851,0.202683112,0.775
FR,France,Wind,2018,26134.02,0.04660399,0.096218851,0.202683112,0.586
FR,France,Solar,2018,9651.478,0.017211182,0.096218851,0.202683112,0.876
FR,France,Geothermal,2018,84.084,0.000149944,0.096218851,0.202683112,0.072
FR,France,Other,2018,0,0,0.096218851,0.202683112,0.225
HR,Croatia,Conventional thermal,2018,4155.654,0.300252563,0.300252563,0.699747437,0.217
HR,Croatia,Nuclear,2018,0,0,0.300252563,0.699747437,0.904
HR,Croatia,Hydro,2018,7681.337,0.554988726,0.300252563,0.699747437,0.969
HR,Croatia,Pumped hydro power,2018,583.988,0.042194055,0.300252563,0.699747437,0.176
HR,Croatia,Wind,2018,1350.356,0.097565353,0.300252563,0.699747437,0.374
HR,Croatia,Solar,2018,69.193,0.004999303,0.300252563,0.699747437,0.245
HR,Croatia,Geothermal,2018,0,0,0.300252563,0.699747437,0.011
HR,Croatia,Other,2018,0,0,0.300252563,0.699747437,0.942
IT,Italy,Conventional thermal,2018,185046,0.656503445,0.656503445,0.343496555,0.6
IT,Italy,Nuclear,2018,0,0,0.656503445,0.343496555,0.903
IT,Italy,Hydro,2018,49275,0.174817112,0.656503445,0.343496555,0.156
IT,Italy,Pumped hydro power,2018,1632,0.005789985,0.656503445,0.343496555,0.159
IT,Italy,Wind,2018,17318,0.061440543,0.656503445,0.343496555,0.531
IT,Italy,Solar,2018,22887,0.081198158,0.656503445,0.343496555,0.01
IT,Italy,Geothermal,2018,5708,0.020250757,0.656503445,0.343496555,0.357
IT,Italy,Other,2018,0,0,0.656503445,0.343496555,0.698
CY,Cyprus,Conventional thermal,2018,4380.143,0.914227779,0.914227779,0.085772221,0.247
CY,Cyprus,Nuclear,2018,0,0,0.914227779,0.085772221,0.472
CY,Cyprus,Hydro,2018,0,0,0.914227779,0.085772221,0.313
CY,Cyprus,Pumped hydro power,2018,0,0,0.914227779,0.085772221,0.68
CY,Cyprus,Wind,2018,220.613,0.046046564,0.914227779,0.085772221,0.556
CY,Cyprus,Solar,2018,190.329,0.039725657,0.914227779,0.085772221,0.161
CY,Cyprus,Geothermal,2018,0,0,0.914227779,0.085772221,0.627
CY,Cyprus,Other,2018,0,0,0.914227779,0.085772221,0.775
LV,Latvia,Conventional thermal,2018,3962,0.609538462,0.609538462,0.390461538,0.365
LV,Latvia,Nuclear,2018,0,0,0.609538462,0.390461538,0.456
LV,Latvia,Hydro,2018,2418,0.372,0.609538462,0.390461538,0.499
LV,Latvia,Pumped hydro power,2018,0,0,0.609538462,0.390461538,0.647
LV,Latvia,Wind,2018,120,0.018461538,0.609538462,0.390461538,0.822
LV,Latvia,Solar,2018,0,0,0.609538462,0.390461538,0.577
LV,Latvia,Geothermal,2018,0,0,0.609538462,0.390461538,0.175
LV,Latvia,Other,2018,0,0,0.609538462,0.390461538,0.392
LT,Lithuania,Conventional thermal,2018,802.835,0.217171489,0.217171489,0.72244838,0.55
LT,Lithuania,Nuclear,2018,0,0,0.217171489,0.72244838,0.707
LT,Lithuania,Hydro,2018,940.677,0.254458544,0.217171489,0.72244838,0.651
LT,Lithuania,Pumped hydro power,2018,513.684,0.138954479,0.217171489,0.72244838,0.797
LT,Lithuania,Wind,2018,1136.357,0.30739111,0.217171489,0.72244838,0.583
LT,Lithuania,Solar,2018,80.014,0.021644248,0.217171489,0.72244838,0.685
LT,Lithuania,Geothermal,2018,0,0,0.217171489,0.72244838,0.838
LT,Lithuania,Other,2018,223.212,0.060380131,0.217171489,0.72244838,0.93
LU,Luxembourg,Conventional thermal,2018,463.132,0.13611857,0.13611857,0.86388143,0.052
LU,Luxembourg,Nuclear,2018,0,0,0.13611857,0.86388143,0.78
LU,Luxembourg,Hydro,2018,1326.329,0.389819763,0.13611857,0.86388143,0.878
LU,Luxembourg,Pumped hydro power,2018,1237.554,0.36372801,0.13611857,0.86388143,0.639
LU,Luxembourg,Wind,2018,263.708,0.077506102,0.13611857,0.86388143,0.743
LU,Luxembourg,Solar,2018,111.693,0.032827555,0.13611857,0.86388143,0.981
LU,Luxembourg,Geothermal,2018,0,0,0.13611857,0.86388143,0.198
LU,Luxembourg,Other,2018,0,0,0.13611857,0.86388143,0.186
HU,Hungary,Conventional thermal,2018,13489.644,0.453435256,0.453435256,0.047246343,0.034
HU,Hungary,Nuclear,2018,14854.662,0.499318401,0.453435256,0.047246343,0.875
HU,Hungary,Hydro,2018,215.862,0.007255895,0.453435256,0.047246343,0.714
HU,Hungary,Pumped hydro power,2018,0,0,0.453435256,0.047246343,0.546
HU,Hungary,Wind,2018,589.406,0.019812047,0.453435256,0.047246343,0.358
HU,Hungary,Solar,2018,594.258,0.01997514,0.453435256,0.047246343,0.979
HU,Hungary,Geothermal,2018,6.047,0.000203261,0.453435256,0.047246343,0.65
HU,Hungary,Other,2018,0,0,0.453435256,0.047246343,0.887
MT,Malta,Conventional thermal,2018,1716.49,1,1,0,0.727
MT,Malta,Nuclear,2018,0,0,1,0,0.846
MT,Malta,Hydro,2018,0,0,1,0,0.977
MT,Malta,Pumped hydro power,2018,0,0,1,0,0.364
MT,Malta,Wind,2018,0,0,1,0,0.852
MT,Malta,Solar,2018,0,0,1,0,0.271
MT,Malta,Geothermal,2018,0,0,1,0,0.09
MT,Malta,Other,2018,0,0,1,0,0.716
NL,Netherlands,Conventional thermal,2018,94450,0.839172363,0.839172363,0.131388893,0.695
NL,Netherlands,Nuclear,2018,3313.371,0.029438744,0.839172363,0.131388893,0.41
NL,Netherlands,Hydro,2018,86,0.000764096,0.839172363,0.131388893,0.768
NL,Netherlands,Pumped hydro power,2018,0,0,0.839172363,0.131388893,0.319
NL,Netherlands,Wind,2018,12279,0.10909685,0.839172363,0.131388893,0.947
NL,Netherlands,Solar,2018,2423,0.021527947,0.839172363,0.131388893,0.391
NL,Netherlands,Geothermal,2018,0,0,0.839172363,0.131388893,1
NL,Netherlands,Other,2018,0,0,0.839172363,0.131388893,0.977
AT,Austria,Conventional thermal,2018,16350.754,0.20700989,0.20700989,0.714966983,0.702
AT,Austria,Nuclear,2018,0,0,0.20700989,0.714966983,0.694
AT,Austria,Hydro,2018,37217.295,0.471192224,0.20700989,0.714966983,0.017
AT,Austria,Pumped hydro power,2018,13397.582,0.169621045,0.20700989,0.714966983,0.355
AT,Austria,Wind,2018,5857.059,0.074153714,0.20700989,0.714966983,0.811
AT,Austria,Solar,2018,0,0,0.20700989,0.714966983,0.572
AT,Austria,Geothermal,2018,0,0,0.20700989,0.714966983,0.709
AT,Austria,Other,2018,6162.686,0.078023127,0.20700989,0.714966983,0.929
PL,Poland,Conventional thermal,2018,138957.387,0.8994072,0.8994072,0.1005928,0.282
PL,Poland,Nuclear,2018,0,0,0.8994072,0.1005928,0.709
PL,Poland,Hydro,2018,2353.336,0.015232061,0.8994072,0.1005928,0.062
PL,Poland,Pumped hydro power,2018,402.36,0.002604291,0.8994072,0.1005928,0.81
